OBJECTID,Join_Count,TARGET_FID,Water_Body_Key,Water_Body_Name,FMU_Code,Survey_Number,Year,Survey_Purpose,New_Key,Located_Town,Located_Range,Located_Town_D,Located_Range_D,Located_Section,primary_county_name,FirstOfSurvey_Begin_Timestamp,LastOfEnding_Effort_Timestamp,LONG_DD,LAT_DD,IHDLKID,ComID,Permanent_,FDate,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Lake_Area_,LakeConnec,HU4_ZoneID,HU4_Name,HU6_ZoneID,HU6_Name,HU8_ZoneID,HU8_Name,HU12_ZoneI,HU12_Name,EDU_ZoneID,EDU_Name,COUNTY_Zon,COUNTY_Nam,State_Name,STATE_Zone,HU4,HU6,HU12,HU8,STATE,lagoslakei
445,1,445,04N09E3101,Lotus Lake,MI-MER,12057,2019,Status & Trends,63-854,04N,09E,4,9,31,Oakland,2019-05-20,2019-09-05,-83.42869,42.70338,146646951,0,146646951,2006-03-29, , ,1.681,0,04090003001110,390,39004,168.051655,DR_LakeStream,HU4_39,St. Clair-Detroit,HU6_52,St. Clair-Detroit,HU8_219,Clinton,HU12_12579,Loon Lake-Clinton River,EDU_63,Southeast Michigan Interlobate and Lake Plain,County_404,Oakland County,Michigan,State_3,0409,040900,040900030103,04090003,MI,1484
446,1,446,03N09E0701,Maceday Lake,MI-MER,11986,2019,Status & Trends,63-856,03N,09E,3,9,7,Oakland,2019-05-20,2019-11-26,-83.4312,42.69027,146646951,0,146646951,2006-03-29, , ,1.681,0,04090003001110,390,39004,168.051655,DR_LakeStream,HU4_39,St. Clair-Detroit,HU6_52,St. Clair-Detroit,HU8_219,Clinton,HU12_12579,Loon Lake-Clinton River,EDU_63,Southeast Michigan Interlobate and Lake Plain,County_404,Oakland County,Michigan,State_3,0409,040900,040900030103,04090003,MI,1484
447,1,447,03N09E1101,Loon Lake,MI-MER,8515,2010,Status & Trends,63-865,03N,09E,3,9,11,Oakland,2010-05-10,,-83.35732,42.68027,146646999,0,146646999,2006-03-29,00631042,Loon Lake,1.069,0,04090003001120,390,39004,106.8822932,DR_LakeStream,HU4_39,St. Clair-Detroit,HU6_52,St. Clair-Detroit,HU8_219,Clinton,HU12_12579,Loon Lake-Clinton River,EDU_63,Southeast Michigan Interlobate and Lake Plain,County_404,Oakland County,Michigan,State_3,0409,040900,040900030103,04090003,MI,2367
448,1,448,03N09E1103,Schoolhouse Lake,MI-MER,10151,2014,Status & Trends,63-869,03N,09E,3,9,11,Oakland,2014-05-20,2014-08-13,-83.34843,42.68555,146646969,0,146646969,2006-03-29,00637425,Schoolhouse Lake,0.165,0,04090003001116,390,39004,16.46003997,DR_LakeStream,HU4_39,St. Clair-Detroit,HU6_52,St. Clair-Detroit,HU8_219,Clinton,HU12_12579,Loon Lake-Clinton River,EDU_63,Southeast Michigan Interlobate and Lake Plain,County_404,Oakland County,Michigan,State_3,0409,040900,040900030103,04090003,MI,136893
449,1,449,03N09E1201,Upper Silver Lake,MI-MER,10975,2016,Status & Trends,63-871,03N,09E,3,9,12,Oakland,2016-05-24,2016-06-07,-83.34317,42.67885,146647009,0,146647009,2006-03-29,00637943,Silver Lake,0.405,0,04090003001121,390,39004,40.51824355,DR_Stream,HU4_39,St. Clair-Detroit,HU6_52,St. Clair-Detroit,HU8_219,Clinton,HU12_12579,Loon Lake-Clinton River,EDU_63,Southeast Michigan Interlobate and Lake Plain,County_404,Oakland County,Michigan,State_3,0409,040900,040900030103,04090003,MI,107111
450,1,450,12071,Pentwater Lake,MI-MCM,11053,2016,Status & Trends,64-251,16N,18W,16,-18,23,Oceana,2016-06-06,2016-06-29,-86.42093,43.76999,82818094,0,82818094,2003-05-01,01621204,Pentwater Lake,1.981,0,04060101007400,390,39004,198.0839946,DR_LakeStream,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_195,Pere Marquette-White,HU12_12645,Pentwater Lake-Pentwater River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_405,Oceana County,Michigan,State_3,0406,040601,040601010605,04060101,MI,2155
451,1,451,12686,Tee Lake,MI-MSH,11384,2017,Status & Trends,65-10,21N,01E,21,1,18,Ogemaw,2017-06-05,2017-08-14,-84.3501,44.20832,149759017,0,149759017,2006-07-24,01614656,Tee Lake,0.17,0,04080201001235,390,39004,16.98415552,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_51,Saginaw,HU8_208,Tittabawassee,HU12_12752,Middle Branch Tittabawassee River,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040802,040802010101,04080201,MI,3106
452,1,452,23N01E1102,Clear Lake,MI-MNH,6916,2007,Status & Trends,65-104,23N,01E,23,1,11,Ogemaw,2007-05-29,2007-09-26,-84.28315,44.40499,83977753,0,83977753,2003-12-19,00623422,Clear Lake,0.827,0,04070007001558,390,39004,82.72192978,Isolated,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_13702,South Creek-South Branch Au Sable River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_359,Ogemaw County,Michigan,State_3,0407,040700,040700070103,04070007,MI,2008
453,1,453,23N01E0201,Horseshoe Lake,MI-MNH,8465,2009,Status & Trends,65-106,23N,01E,23,1,2,Ogemaw,2009-05-25,2009-05-28,-84.28065,44.41666,83977733,0,83977733,2003-05-21,00628616,Horseshoe Lake,0.148,0,04070007001555,390,39004,14.81492771,Isolated,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_13709,East Creek,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_359,Ogemaw County,Michigan,State_3,0407,040700,040700070102,04070007,MI,943
454,1,454,10953,Grebe Lake,MI-MSH,10531,2015,Status & Trends,65-121,23N,04E,23,4,7,Ogemaw,2015-05-26,2015-08-13,-84.00565,44.40332,118253095,0,118253095,2004-01-15,01620071,Grebe Lake,0.311,0,04080101001083,390,39004,31.10081761,Isolated,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_13700,Klacking Creek-Rifle River,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010404,04080101,MI,76018
455,1,455,23N03E0201,Grousehaven Lake,MI-MSH,10054,2014,Status & Trends,65-123,23N,03E,23,3,2,Ogemaw,2014-06-15,2014-08-13,-84.02093,44.4111,118253065,0,118253065,2004-01-15,01620091,Grousehaven Lake,0.35,0,04080101001077,390,39004,35.02878404,Isolated,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_13708,Oyster Creek-Rifle River,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010402,04080101,MI,2602
456,1,456,23N03E1101,Devoe Lake,MI-MSH,9072,2012,Status & Trends,65-133,23N,03E,23,3,11,Ogemaw,2012-06-04,2012-08-15,-84.0265,44.40081,118253167,0,118253167,2009-11-12,01619710,Devoe Lake,0.476,0,04080101001085,390,39004,47.64585713,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_13708,Oyster Creek-Rifle River,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010402,04080101,MI,3750
457,1,457,23N03E1102,Jewett Lake,MI-MSH,9255,2012,Status & Trends,65-135,23N,03E,23,3,11,Ogemaw,2012-06-04,2012-08-15,-84.02895,44.39553,118253229,0,118253229,2004-01-15,01620364,Jewett Lake,0.048,0,04080101001096,390,39004,4.763678457,Isolated,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_13708,Oyster Creek-Rifle River,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010402,04080101,MI,119500
458,1,458,23N04E0501,Rifle Lake,MI-MSH,8072,2009,Status & Trends,65-149,23N,04E,23,4,5,Ogemaw,2009-06-01,2009-08-11,-83.98037,44.41193,118252977,0,118252977,2004-01-15,01621390,Rifle Lake,0.742,0,04080101001078,390,39004,74.2308309,Isolated,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_13708,Oyster Creek-Rifle River,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010402,04080101,MI,1954
459,1,459,23N04E0801,George Lake,MI-MSH,8390,2010,Status & Trends,65-151,23N,04E,23,4,8,Ogemaw,2010-05-24,2010-05-24,-83.97315,44.39916,118253147,0,118253147,2004-01-15,01620008,George Lake,0.756,0,04080101001087,390,39004,75.60542536,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_13700,Klacking Creek-Rifle River,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010404,04080101,MI,1920
460,1,460,23N04E2801,Sage Lake,MI-MSH,6952,2007,Status & Trends,65-161,23N,04E,23,4,28,Ogemaw,2007-06-11,2007-08-24,-83.94562,44.35006,118253503,0,118253503,2009-11-12,00636493,Sage Lake,3.151,0,04080101001114,390,39004,315.1436708,DR_LakeStream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_13701,Sage Lake-Au Gres River,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010301,04080101,MI,1234
461,1,461,23N04E2801,Sage Lake,MI-MSH,12019,2019,Status & Trends,65-161,23N,04E,23,4,28,Ogemaw,2019-06-10,2019-08-28,-83.94562,44.35006,118253503,0,118253503,2009-11-12,00636493,Sage Lake,3.151,0,04080101001114,390,39004,315.1436708,DR_LakeStream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_13701,Sage Lake-Au Gres River,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010301,04080101,MI,1234
462,1,462,24N04E3401,Au Sable Lake,MI-MNH,6915,2007,Status & Trends,65-200,24N,04E,24,4,34,Ogemaw,2007-05-15,2007-09-20,-83.92037,44.42999,83977587,0,83977587,2011-05-09,01620528,Little Au Sable Lake,1.288,0,04070007003372,390,39004,128.8272361,Headwater,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_13713,South Branch River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_359,Ogemaw County,Michigan,State_3,0407,040700,040700070705,04070007,MI,1278
463,1,463,11492,Long Lake,MI-MSH,10532,2015,Status & Trends,65-30,21N,03E,21,3,1,Ogemaw,2015-06-15,2015-08-14,-84.00718,44.24039,118254313,0,118254313,2004-01-15,00630940,Long Lake,0.08,0,04080101001182,390,39004,8.01705911,DR_LakeStream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_12899,Silver Creek-Rifle River,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010410,04080101,MI,116354
464,1,464,10318,Bush Lake,MI-MSH,4608,2004,Status & Trends,65-48,21N,03E,21,3,26,Ogemaw,2004-05-24,2004-06-24,-84.0351,44.1911,118254697,0,118254697,2009-11-12,01623727,Bush Lake,0.197,0,04080101001206,390,39004,19.67824661,Isolated,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_12899,Silver Creek-Rifle River,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010410,04080101,MI,2304
465,1,465,10318,Bush Lake,MI-MSH,11746,2018,Status & Trends,65-48,21N,03E,21,3,26,Ogemaw,2018-06-26,2018-08-21,-84.0351,44.1911,118254697,0,118254697,2009-11-12,01623727,Bush Lake,0.197,0,04080101001206,390,39004,19.67824661,Isolated,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_12899,Silver Creek-Rifle River,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010410,04080101,MI,2304
466,1,466,21N03E2601,Skidway Lake,MI-MSH,10055,2014,Status & Trends,65-57,21N,03E,21,3,26,Ogemaw,2014-06-02,2014-08-20,-84.0326,44.18471,118254731,0,118254731,2009-11-12,00638055,Skidway Lake,0.143,0,04080101001207,390,39004,14.26393612,Isolated,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_12897,Mansfield Creek,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010408,04080101,MI,141057
467,1,467,21N04E0601,Hardwood Lake,MI-MSH,4610,2004,Status & Trends,65-60,21N,04E,21,4,6,Ogemaw,2004-06-01,,-83.99426,44.24582,118254265,0,118254265,2009-11-12,00627785,Hardwood Lake,0.727,0,04080101001177,390,39004,72.66816352,DR_LakeStream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_12899,Silver Creek-Rifle River,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010410,04080101,MI,2433
468,1,468,21N04E0601,Hardwood Lake,MI-MSH,12013,2019,Status & Trends,65-60,21N,04E,21,4,6,Ogemaw,2019-05-20,2019-08-26,-83.99426,44.24582,118254265,0,118254265,2009-11-12,00627785,Hardwood Lake,0.727,0,04080101001177,390,39004,72.66816352,DR_LakeStream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_12899,Silver Creek-Rifle River,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010410,04080101,MI,2433
469,1,469,11184,Johnson Lake,MI-MSH,10765,2016,Status & Trends,65-63,21N,04E,21,4,21,Ogemaw,2016-06-07,2016-08-23,-83.95704,44.20804,118254567,0,118254567,2004-01-15,00629338,Johnson Lake,0.376,0,04080101001243,390,39004,37.60008208,DR_LakeStream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_12898,Johnson Creek,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010304,04080101,MI,88611
470,1,470,22N02E2201,Peach Lake,MI-MSH,4606,2004,Status & Trends,65-79,22N,02E,22,2,22,Ogemaw,2004-05-17,2004-06-07,-84.17037,44.29443,118254033,0,118254033,2004-01-15,00634513,Peach Lake,0.949,0,04080101001165,390,39004,94.85852979,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_19996,West Branch Rifle River,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010406,04080101,MI,717
471,1,471,22N02E2201,Peach Lake,MI-MSH,12015,2019,Status & Trends,65-79,22N,02E,22,2,22,Ogemaw,2019-05-28,2019-08-21,-84.17037,44.29443,118254033,0,118254033,2004-01-15,00634513,Peach Lake,0.949,0,04080101001165,390,39004,94.85852979,DR_Stream,HU4_40,Southwestern Lake Huron-Lake Huron,HU6_55,Southwestern Lake Huron,HU8_211,Au Gres-Rifle,HU12_19996,West Branch Rifle River,EDU_59,Saginaw Bay,County_359,Ogemaw County,Michigan,State_3,0408,040801,040801010406,04080101,MI,717
472,1,472,12609,Steusser Lake,MI-MWS,12072,2019,Status & Trends,66-293,47N,40W,47,-40,24,Ontonagon,2019-05-27,2019-06-17,-89.25038,46.45304,123392889,0,123392889,2004-08-13,01621771,Steusser Lake,0.144,0,04020102001383,390,39004,14.38041063,Headwater,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_145,Ontonagon,HU12_13518,Kostlenick Creek-South Branch Ontonagon River,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_406,Ontonagon County,Michigan,State_3,0402,040201,040201020110,04020102,MI,89568
473,1,473,46N38W1801,Bond Falls Flowage,MI-MWS,4544,2003,Status & Trends,66-31,46N,38W,46,-38,18,Ontonagon,2003-06-23,2003-06-27,-89.10343,46.39443,123394248,0,123394248,2004-08-13,01619279,Bond Falls Flowage,8.648,0,04020102012548,390,39004,864.7867981,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_145,Ontonagon,HU12_13508,Aho Creek-Middle Branch Ontonagon River,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_406,Ontonagon County,Michigan,State_3,0402,040201,040201020205,04020102,MI,643
474,1,474,48N42W0401,Lake Gogebic,MI-MWS,5725,2005,Status & Trends,66-377,48N,42W,48,-42,4,Ontonagon,2005-06-06,2005-06-10,-89.5889,46.58269,123394135,0,123394135,2009-09-10,01620035,Lake Gogebic,52.921,0,04020102012547,390,39004,5292.119507,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_145,Ontonagon,HU12_13537,Lake Gogebic-West Branch Ontonagon River,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_413,Gogebic County,Michigan,State_3,0402,040201,040201020404,04020102,MI,3509
475,1,475,ONTON01,Victoria Reservoir,MI-MWS,4491,2002,Status & Trends,66-406,50N,39W,50,-39,31,Ontonagon,2002-06-03,2002-06-05,-89.23102,46.68695,123390379,0,123390379,2004-08-13,01622025,Victoria Reservoir,1.192,0,04020102001293,390,39004,119.1519887,DR_LakeStream,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_145,Ontonagon,HU12_13566,West Branch Ontonagon River,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_406,Ontonagon County,Michigan,State_3,0402,040201,040201020408,04020102,MI,26036
476,1,476,ONTON0032,Lake of the Clouds,MI-MWS,6282,2006,Status & Trends,66-575,51N,43W,51,-43,22,Ontonagon,2006-05-30,2006-06-02,-89.75204,46.80387,123146856,0,123146856,2009-09-10,00623493,Lake of the Clouds,0.609,0,04020101001064,390,39004,60.85188025,DR_Stream,HU4_24,Southern Lake Superior-Lake Superior,HU6_37,Southcentral Lake Superior,HU8_129,Black-Presque Isle,HU12_20034,Carp River,EDU_89,Western Upper Peninsula and Keweenaw Peninsula,County_406,Ontonagon County,Michigan,State_3,0402,040201,040201010104,04020101,MI,52166
477,1,477,19N09W0301,Rose Lake,MI-MCM,3444,2002,Status & Trends,67-242,19N,09W,19,-9,3,Osceola,2002-06-04,2002-06-24,-85.38176,44.06471,60091356,0,60091356,2002-11-01,00636207,Rose Lake,1.509,0,04060103001231,390,39004,150.9406272,DR_Stream,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_202,Manistee,HU12_12705,East Branch Pine River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_407,Osceola County,Michigan,State_3,0406,040601,040601030402,04060103,MI,697
478,1,478,19N09W0301,Rose Lake,MI-MCM,4336,2002,Status & Trends,67-242,19N,09W,19,-9,3,Osceola,2002-08-19,2002-08-19,-85.38176,44.06471,60091356,0,60091356,2002-11-01,00636207,Rose Lake,1.509,0,04060103001231,390,39004,150.9406272,DR_Stream,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_202,Manistee,HU12_12705,East Branch Pine River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_407,Osceola County,Michigan,State_3,0406,040601,040601030402,04060103,MI,697
479,1,479,17N08W1601,Tiff Lake,MI-MCM,5387,2004,Status & Trends,67-26,17N,08W,17,-8,16,Osceola,2004-06-16,,-85.28565,43.8636,121859513,0,121859513,2004-06-23,01614853,Tiff Lake,0.296,0,04060102002147,390,39004,29.61466682,DR_Stream,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_196,Muskegon,HU12_12678,Big Stone Creek,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_407,Osceola County,Michigan,State_3,0406,040601,040601020601,04060102,MI,62521
480,1,480,19N09W3201,Wells Lake,MI-MCM,6624,2006,Status & Trends,67-288,19N,09W,19,-9,32,Osceola,2006-05-30,2006-07-13,-85.41676,43.99582,121859037,0,121859037,2004-06-23,01615992,Wells Lake,0.196,0,04060102002042,390,39004,19.6001336,Headwater,HU4_30,Northeastern Lake Michigan-Lake Michigan,HU6_41,Northeastern Lake Michigan,HU8_196,Muskegon,HU12_12679,East Branch Hersey River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_407,Osceola County,Michigan,State_3,0406,040601,040601020602,04060102,MI,1037
481,1,481,28N04E3601,McCollum Lake,MI-MNH,8467,2010,Status & Trends,68-103,28N,04E,28,4,36,Oscoda,2010-06-01,2010-06-29,-83.89255,44.77688,113471507,0,113471507,2003-12-09,01620751,McCollum Lake,0.886,0,04070006000904,390,39004,88.5930292,DR_Stream,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_210,Thunder Bay,HU12_13751,McGinn Creek,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_360,Oscoda County,Michigan,State_3,0407,040700,040700060102,04070006,MI,2964
482,1,482,28N01E1001,Tea Lake,MI-MNH,7557,2008,Status & Trends,68-142,28N,01E,28,1,10,Oscoda,2008-05-19,2008-08-14,-84.29454,44.84166,83976013,0,83976013,2003-05-21,01614641,Tea Lake,0.826,0,04070007001288,390,39004,82.64852914,Headwater,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_13747,Tea Lake-East Branch Big Creek,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_360,Oscoda County,Michigan,State_3,0407,040700,040700070205,04070007,MI,3072
483,1,483,10115,Bass Lake,MI-MNH,3689,2002,Status & Trends,68-209,28N,04E,28,4,18,Oscoda,2002-06-03,2002-08-23,-84.00121,44.82666,113471351,0,113471351,2010-12-22,01619103,Bass Lake,0.188,0,04070006002584,390,39004,18.82476631,Isolated,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_210,Thunder Bay,HU12_13743,Pike Creek-Upper South Branch Thunder Bay River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_360,Oscoda County,Michigan,State_3,0407,040700,040700060202,04070006,MI,40777
484,1,484,26N02E1201,Mio Pond,MI-MNH,8452,2010,Status & Trends,68-53,26N,02E,26,2,12,Oscoda,2009-06-08,2009-06-11,-84.13419,44.66044,83976639,0,83976639,2003-05-21,01620855,Mio Dam Pond,2.717,0,04070007001396,390,39004,271.6629233,DR_LakeStream,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_13737,Honeywell Creek-Au Sable River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_360,Oscoda County,Michigan,State_3,0407,040700,040700070502,04070007,MI,2992
485,1,485,29N01W0101,Big Bear Lake,MI-MNH,3525,2002,Status & Trends,69-1,29N,01W,29,-1,1,Otsego,2002-05-07,2002-08-22,-84.38454,44.93804,83975749,0,83975749,2003-05-21,00621289,Big Bear Lake,1.391,0,04070007001209,390,39004,139.0970852,Isolated,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_20075,Big Bear Lake-West Branch Big Creek,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_408,Otsego County,Michigan,State_3,0407,040700,040700070204,04070007,MI,3899
486,1,486,30N02W0801,Big Lake,MI-MNH,8468,2010,Status & Trends,69-157,,,,,,,,,-84.58482,45.00832,155411274,0,155411274,2007-05-11,00621328,Big Lake,0.504,0,04070004000655,390,39004,50.37953195,Isolated,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_206,Cheboygan,HU12_13672,South Branch Pigeon River-Pigeon River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_408,Otsego County,Michigan,State_3,0407,040700,040700040301,04070004,MI,2958
487,1,487,30N02W0801,Big Lake,MI-MNH,8866,2012,Status & Trends,69-157,30N,02W,30,-2,8,Otsego,2011-06-08,2012-01-24,-84.58482,45.00832,155411274,0,155411274,2007-05-11,00621328,Big Lake,0.504,0,04070004000655,390,39004,50.37953195,Isolated,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_206,Cheboygan,HU12_13672,South Branch Pigeon River-Pigeon River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_408,Otsego County,Michigan,State_3,0407,040700,040700040301,04070004,MI,2958
488,1,488,30N03W1401,Dixon Lake,MI-MNH,3868,2002,Status & Trends,69-185,30N,03W,30,-3,14,Otsego,2002-05-07,2002-05-09,-84.63454,44.99471,83975689,0,83975689,2003-05-21,00624715,Dixon Lake,0.317,0,04070007001175,390,39004,31.65971596,Isolated,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_13671,Turtle Creek-North Branch Au Sable River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_408,Otsego County,Michigan,State_3,0407,040700,040700070203,04070007,MI,2249
489,1,489,11295,Lake Manuka,MI-MNH,7619,2008,Status & Trends,69-225,30N,04W,30,-4,36,Otsego,2008-06-02,2008-08-11,-84.73871,44.95999,83975793,0,83975793,2009-09-10,00631418,Lake Manuka,0.638,0,04070007001219,390,39004,63.77084359,DR_LakeStream,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_207,Au Sable,HU12_13670,Lake Tecon-Kolke Creek,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_408,Otsego County,Michigan,State_3,0407,040700,040700070301,04070007,MI,3624
490,1,490,11904,Mud Lake,MI-MNH,4090,2003,Status & Trends,69-316,32N,02W,32,-2,1,Otsego,2003-06-30,2003-08-11,-84.49649,45.19249,155411162,0,155411162,2007-05-11,00633013,Mud Lake,0.05,0,04070004000581,390,39004,4.984469977,Headwater,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_206,Cheboygan,HU12_13656,MacAndrews Lake-Little Pigeon River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_408,Otsego County,Michigan,State_3,0407,040700,040700040304,04070004,MI,48067
491,1,491,32N02W1101,Pickerel Lake,MI-MNH,6950,2007,Status & Trends,69-318,32N,02W,32,-2,11,Otsego,2007-06-18,2007-06-21,-84.52232,45.17666,155411186,0,155411186,2007-05-11,00634792,Pickerel Lake,0.172,0,04070004000590,390,39004,17.22581041,Headwater,HU4_31,Northwestern Lake Huron,HU6_42,Northwestern Lake Huron,HU8_206,Cheboygan,HU12_13651,Pickeral Creek-Sturgeon River,EDU_48,"Northern Lake Michigan, Lake Huron, and Straits of Mackinac",County_408,Otsego County,Michigan,State_3,0407,040700,040700040104,04070004,MI,1680
